Gene name	Gene stable ID
C2H7orf25	ENSDARG00000057184
	ENSDARG00000104277
polk	ENSDARG00000059963
derl1	ENSDARG00000021905
ccndbp1	ENSDARG00000039328
rln1	ENSDARG00000103762
abraxas2	ENSDARG00000098907
slc25a12	ENSDARG00000102362
tuba8l2	ENSDARG00000031164
	ENSDARG00000097046
osbp2a	ENSDARG00000053487
	ENSDARG00000097586
ints6l	ENSDARG00000017931
nudt5	ENSDARG00000078073
	ENSDARG00000111931
magoh	ENSDARG00000038635
ccni	ENSDARG00000068214
	ENSDARG00000095391
si:dkey-182g1.2	ENSDARG00000052680
tti1	ENSDARG00000004114
pou5f3	ENSDARG00000044774
tlk2	ENSDARG00000010779
	ENSDARG00000095791
si:ch211-225b11.1	ENSDARG00000002405
	ENSDARG00000099348
kcnb2a	ENSDARG00000038862
	ENSDARG00000061862
abhd16a	ENSDARG00000078929
asap3	ENSDARG00000021896
	ENSDARG00000092784
rnf17	ENSDARG00000056387
dph2	ENSDARG00000078077
	ENSDARG00000007436
	ENSDARG00000092401
slc22a23	ENSDARG00000078856
si:dkey-28n18.7	ENSDARG00000097645
grhl2b	ENSDARG00000061974
	ENSDARG00000091796
myadma	ENSDARG00000086815
	ENSDARG00000095998
SHROOM3	ENSDARG00000102180
zmat4a	ENSDARG00000092987
dcaf6	ENSDARG00000078311
	ENSDARG00000115017
atp5meb	ENSDARG00000068940
prkrip1	ENSDARG00000033126
	ENSDARG00000097014
slc4a8	ENSDARG00000015531
arl13a	ENSDARG00000052575
psma6a	ENSDARG00000019398
fhip2b	ENSDARG00000060029
agtpbp1	ENSDARG00000105214
fbxl7	ENSDARG00000062251
fbxw5	ENSDARG00000099139
	ENSDARG00000094492
kif5ba	ENSDARG00000074131
sypl2a	ENSDARG00000055307
	ENSDARG00000096144
si:dkey-1h24.6	ENSDARG00000092653
ogt.1	ENSDARG00000105243
ccng2	ENSDARG00000017602
dock10	ENSDARG00000075327
edem2	ENSDARG00000028448
	ENSDARG00000090638
rars1	ENSDARG00000054530
eef1a1b	ENSDARG00000069951
STARD13	ENSDARG00000079542
coq9	ENSDARG00000023583
casp22	ENSDARG00000091926
	ENSDARG00000075780
ncf2	ENSDARG00000005821
tnfb	ENSDARG00000013598
	ENSDARG00000103380
msx3	ENSDARG00000015674
clpxb	ENSDARG00000067796
fstl1b	ENSDARG00000039576
	ENSDARG00000093961
septin5a	ENSDARG00000013843
	ENSDARG00000105450
prl2	ENSDARG00000018744
hnf4g	ENSDARG00000071565
txlng	ENSDARG00000001969
olfcg12	ENSDARG00000104881
anapc13	ENSDARG00000078435
morn2	ENSDARG00000071360
coq4	ENSDARG00000104733
znf638	ENSDARG00000104169
thbs2a	ENSDARG00000060410
si:dkey-245n4.2	ENSDARG00000103167
vimr2	ENSDARG00000105188
bco2b	ENSDARG00000041715
stx11a	ENSDARG00000044039
	ENSDARG00000095385
pds5a	ENSDARG00000055022
kctd15a	ENSDARG00000045893
si:ch211-197g15.5	ENSDARG00000009673
	ENSDARG00000094331
	ENSDARG00000104849
	ENSDARG00000095190
cdk12	ENSDARG00000063726
si:dkey-16l2.16	ENSDARG00000037967
upk3b	ENSDARG00000092872
pdk2b	ENSDARG00000059054
slc44a5a	ENSDARG00000017398
hps5	ENSDARG00000071062
slc2a6	ENSDARG00000058731
mef2d	ENSDARG00000040237
cnih2	ENSDARG00000043662
rps6kb1b	ENSDARG00000058230
si:dkeyp-67a8.4	ENSDARG00000092823
pip5k1ba	ENSDARG00000044295
gpr37a	ENSDARG00000074563
l2hgdh	ENSDARG00000060500
vkorc1	ENSDARG00000086183
si:dkeyp-67a8.4	ENSDARG00000090099
canx	ENSDARG00000037488
rab32a	ENSDARG00000029036
fstl3	ENSDARG00000025670
fscn1a	ENSDARG00000059680
rab11ba	ENSDARG00000041878
si:ch1073-44g3.1	ENSDARG00000060018
	ENSDARG00000086025
akap12a	ENSDARG00000091792
mapk7	ENSDARG00000023110
slc25a5	ENSDARG00000092553
her8.2	ENSDARG00000069675
cry1b	ENSDARG00000011583
khdc4	ENSDARG00000035023
atp6v0a2b	ENSDARG00000035565
FAM222A	ENSDARG00000087585
prr35	ENSDARG00000087663
si:dkey-211g8.6	ENSDARG00000063088
	ENSDARG00000097097
f8a	ENSDARG00000025518
kcnv2b	ENSDARG00000062906
slc48a1b	ENSDARG00000026109
crp1	ENSDARG00000071454
	ENSDARG00000097994
npas4a	ENSDARG00000055752
	ENSDARG00000076716
tcima	ENSDARG00000079497
ada2a	ENSDARG00000051746
gstp1.2	ENSDARG00000104068
	ENSDARG00000096024
slc13a5a	ENSDARG00000077691
	ENSDARG00000097029
spi1a	ENSDARG00000067797
traf4a	ENSDARG00000003963
cldn5a	ENSDARG00000043716
ucp3	ENSDARG00000091209
ptpn11a	ENSDARG00000020334
crp2	ENSDARG00000056462
acy3.2	ENSDARG00000005525
abr	ENSDARG00000095180
	ENSDARG00000097876
slc12a5b	ENSDARG00000078187
ptger4b	ENSDARG00000035415
mgmt	ENSDARG00000043275
hyal4	ENSDARG00000051823
	ENSDARG00000100233
	ENSDARG00000097658
syce2	ENSDARG00000103187
	ENSDARG00000097256
rnf216	ENSDARG00000087893
pimr152	ENSDARG00000092317
	ENSDARG00000098353
spam1	ENSDARG00000004199
ITPRIP	ENSDARG00000036479
hcfc1b	ENSDARG00000012519
trir	ENSDARG00000104178
fbxw10	ENSDARG00000086484
fbxo11a	ENSDARG00000061631
ocrl	ENSDARG00000078106
	ENSDARG00000078317
hoxc1a	ENSDARG00000070337
	ENSDARG00000095152
atxn7l2a	ENSDARG00000055300
tmem51a	ENSDARG00000068575
atp1a1a.4	ENSDARG00000001870
dact1	ENSDARG00000101635
f3b	ENSDARG00000005673
cntn4	ENSDARG00000098161
	ENSDARG00000094692
stk38a	ENSDARG00000019973
rnaset2l	ENSDARG00000058413
ciapin1	ENSDARG00000045733
si:dkey-81p22.11	ENSDARG00000093797
ACSS3	ENSDARG00000032218
crybb1	ENSDARG00000068507
arl6ip4	ENSDARG00000105036
glod5	ENSDARG00000071871
	ENSDARG00000101301
tmed2	ENSDARG00000026908
crp3	ENSDARG00000042613
	ENSDARG00000093606
	ENSDARG00000025667
foxp1b	ENSDARG00000014181
ttc33	ENSDARG00000035406
	ENSDARG00000096854
sbds	ENSDARG00000027803
	ENSDARG00000096965
krt18a.2	ENSDARG00000058332
lgals2b	ENSDARG00000038153
magixa	ENSDARG00000025108
	ENSDARG00000092084
uckl1b	ENSDARG00000078973
	ENSDARG00000096856
	ENSDARG00000063682
trpm2	ENSDARG00000101641
mapk8ip3	ENSDARG00000062531
aimp1b	ENSDARG00000036894
	ENSDARG00000079010
si:dkey-204f11.64	ENSDARG00000094695
nuak1a	ENSDARG00000020086
	ENSDARG00000102358
acads	ENSDARG00000030781
prkd1	ENSDARG00000075949
	ENSDARG00000094937
nap1l4a	ENSDARG00000070560
ttl	ENSDARG00000062418
	ENSDARG00000097584
si:dkey-6a5.3	ENSDARG00000094001
	ENSDARG00000097134
hmgcra	ENSDARG00000052734
	ENSDARG00000103045
si:ch73-236c18.8	ENSDARG00000104626
	ENSDARG00000096857
mrgbp	ENSDARG00000028894
nicn1	ENSDARG00000069677
efcab7	ENSDARG00000020279
ephb3a	ENSDARG00000031548
pck1	ENSDARG00000013522
cflara	ENSDARG00000055966
	ENSDARG00000097457
calcrlb	ENSDARG00000011571
anp32a	ENSDARG00000006487
ddx55	ENSDARG00000009864
pus10	ENSDARG00000079973
raph1b	ENSDARG00000061732
	ENSDARG00000106749
	ENSDARG00000015356
si:dkey-77f5.10	ENSDARG00000020548
kcnk13b	ENSDARG00000043557
si:ch73-380l3.2	ENSDARG00000075697
	ENSDARG00000102927
upk1a	ENSDARG00000021866
	ENSDARG00000110256
spp2	ENSDARG00000095590
lgals8a	ENSDARG00000037066
hoxc5a	ENSDARG00000070340
sox21b	ENSDARG00000008540
	ENSDARG00000101893
si:dkey-7i4.1	ENSDARG00000086897
znf207b	ENSDARG00000101277
si:dkey-175m17.6	ENSDARG00000088601
	ENSDARG00000096450
hmgb3a	ENSDARG00000056725
rhoca	ENSDARG00000021309
acy3.1	ENSDARG00000093003
satb2	ENSDARG00000061885
si:dkey-77f5.8	ENSDARG00000096941
	ENSDARG00000097263
hoxc13a	ENSDARG00000070353
si:ch73-62b13.1	ENSDARG00000093269
kcnj3b	ENSDARG00000062217
ALOX5	ENSDARG00000043085
b4galnt3b	ENSDARG00000058939
	ENSDARG00000095755
si:rp71-15k1.1	ENSDARG00000070964
si:dkey-182g1.10	ENSDARG00000099577
GNPAT	ENSDARG00000078770
taok1a	ENSDARG00000069603
GABBR1	ENSDARG00000018967
ptpn9a	ENSDARG00000077495
hoxc3a	ENSDARG00000070339
	ENSDARG00000092493
	ENSDARG00000094997
bnip2	ENSDARG00000013397
slc45a1	ENSDARG00000004302
znf365	ENSDARG00000087985
arl6ip6	ENSDARG00000071013
det1	ENSDARG00000098247
	ENSDARG00000097031
psda	ENSDARG00000078102
prdx4	ENSDARG00000069013
FAM120A	ENSDARG00000075021
slc25a43	ENSDARG00000102048
stmn1b	ENSDARG00000033655
	ENSDARG00000096400
	ENSDARG00000096901
slc6a19b	ENSDARG00000056719
col5a2a	ENSDARG00000031678
lrmp	ENSDARG00000045574
tmx2b	ENSDARG00000007786
rpl12	ENSDARG00000006691
fam184aa	ENSDARG00000002635
arrb2b	ENSDARG00000011545
serpinf2a	ENSDARG00000076448
si:ch211-214j8.12	ENSDARG00000092556
	ENSDARG00000097394
	ENSDARG00000115038
cct4	ENSDARG00000013475
arhgef18a	ENSDARG00000011157
scn4ba	ENSDARG00000099031
gpr26	ENSDARG00000074389
si:ch211-243a20.4	ENSDARG00000105481
	ENSDARG00000097657
fbxw11b	ENSDARG00000017230
paqr7b	ENSDARG00000034907
c3a.2	ENSDARG00000087359
si:rp71-46j2.8	ENSDARG00000105320
	ENSDARG00000078989
	ENSDARG00000093787
	ENSDARG00000112021
cldn5b	ENSDARG00000014059
emp1	ENSDARG00000069632
	ENSDARG00000100173
mex3b	ENSDARG00000058369
	ENSDARG00000096844
arfgap2	ENSDARG00000067601
	ENSDARG00000112960
	ENSDARG00000101524
	ENSDARG00000095518
	ENSDARG00000092028
saxo4	ENSDARG00000089183
	ENSDARG00000096496
si:ch73-352p18.4	ENSDARG00000088584
	ENSDARG00000096997
vps18	ENSDARG00000070433
eef1akmt2	ENSDARG00000102144
pmepa1	ENSDARG00000039325
	ENSDARG00000043569
htr7a	ENSDARG00000056949
dact3a	ENSDARG00000087910
calcoco1a	ENSDARG00000036695
	ENSDARG00000097152
zgc:113314	ENSDARG00000069453
	ENSDARG00000094314
	ENSDARG00000093252
ice1	ENSDARG00000058461
pgm2	ENSDARG00000018178
psmc1b	ENSDARG00000043561
znf511	ENSDARG00000000760
	ENSDARG00000097442
rnf25	ENSDARG00000027182
dmac2l	ENSDARG00000012072
	ENSDARG00000098032
crabp1b	ENSDARG00000035904
	ENSDARG00000095870
lsr	ENSDARG00000099291
	ENSDARG00000092487
carm1	ENSDARG00000018698
	ENSDARG00000090727
si:ch211-226m16.2	ENSDARG00000036785
si:ch211-137a8.2	ENSDARG00000068926
uts2r5	ENSDARG00000096870
zgc:162936	ENSDARG00000069957
	ENSDARG00000105437
	ENSDARG00000094436
si:dkeyp-73a2.2	ENSDARG00000079785
carmil2	ENSDARG00000056639
	ENSDARG00000116658
si:dkey-211g8.7	ENSDARG00000058535
irf2bpl	ENSDARG00000004297
aph1b	ENSDARG00000005612
	ENSDARG00000076622
cep63	ENSDARG00000056862
zbtb2a	ENSDARG00000044038
myh7l	ENSDARG00000079782
	ENSDARG00000098815
si:dkey-192p21.6	ENSDARG00000091212
	ENSDARG00000096317
prelid3b	ENSDARG00000009505
znf280d	ENSDARG00000077013
rhobtb4	ENSDARG00000016868
xkrx	ENSDARG00000044011
scaf11	ENSDARG00000045885
zfta	ENSDARG00000088036
	ENSDARG00000092875
hdac7b	ENSDARG00000073850
GTF3C4	ENSDARG00000069538
si:ch211-185a18.2	ENSDARG00000097772
	ENSDARG00000095752
si:ch211-63p21.3	ENSDARG00000114345
etf1b	ENSDARG00000043976
hoxc11a	ENSDARG00000070351
	ENSDARG00000104073
	ENSDARG00000097255
her13	ENSDARG00000007097
nabp1b	ENSDARG00000043685
stk16	ENSDARG00000037777
	ENSDARG00000102431
si:ch73-174h16.4	ENSDARG00000036493
	ENSDARG00000074544
tcf7l1b	ENSDARG00000007369
alkbh1	ENSDARG00000071164
	ENSDARG00000105334
hoxc10a	ENSDARG00000070348
si:dkey-261e22.4	ENSDARG00000092161
	ENSDARG00000097627
	ENSDARG00000096770
	ENSDARG00000113451
rhov	ENSDARG00000070434
uba6	ENSDARG00000080019
nkx2.4b	ENSDARG00000104107
slc25a33	ENSDARG00000039931
	ENSDARG00000099036
prorp	ENSDARG00000075057
	ENSDARG00000096956
	ENSDARG00000093646
	ENSDARG00000097180
	ENSDARG00000115263
	ENSDARG00000041159
tmem106a	ENSDARG00000045075
	ENSDARG00000059139
hoxc8a	ENSDARG00000070346
atrnl1a	ENSDARG00000077188
	ENSDARG00000103439
lratb.2	ENSDARG00000077652
tcnbb	ENSDARG00000091996
	ENSDARG00000111249
nqo1	ENSDARG00000010250
mib1	ENSDARG00000102184
wdr74	ENSDARG00000061993
arhgap32b	ENSDARG00000074184
	ENSDARG00000113096
aurka	ENSDARG00000012485
hoxc4a	ENSDARG00000070338
chst12a	ENSDARG00000028786
adob	ENSDARG00000053571
	ENSDARG00000096948
myripa	ENSDARG00000075706
	ENSDARG00000096594
sfrp2	ENSDARG00000070050
rwdd	ENSDARG00000068256
mrpl54	ENSDARG00000071468
	ENSDARG00000096964
selenbp1	ENSDARG00000024717
	ENSDARG00000103343
hoxc6a	ENSDARG00000070343
ndufc1	ENSDARG00000103101
TGM1	ENSDARG00000017799
grifin	ENSDARG00000033382
rbp4l	ENSDARG00000044684
lratb.1	ENSDARG00000104660
crtc2	ENSDARG00000074910
cntln	ENSDARG00000033345
ldah	ENSDARG00000079796
	ENSDARG00000095708
tk2	ENSDARG00000046127
rab6ba	ENSDARG00000034522
fam32a	ENSDARG00000042660
ppp2r3c	ENSDARG00000043972
	ENSDARG00000094148
	ENSDARG00000102917
smox	ENSDARG00000036967
alox5b.2	ENSDARG00000043089
hoxc9a	ENSDARG00000092809
	ENSDARG00000094423
ucp2	ENSDARG00000043154
ppp1r9bb	ENSDARG00000071709
sh3bp5la	ENSDARG00000019160
gata5	ENSDARG00000017821
trpc4apb	ENSDARG00000020647
zgc:158263	ENSDARG00000037267
slc26a1	ENSDARG00000029832
gjc4b	ENSDARG00000007099
si:ch73-380l3.4	ENSDARG00000096863
	ENSDARG00000094560
elavl1b	ENSDARG00000101744
gcdhb	ENSDARG00000098831
	ENSDARG00000097150
znf593	ENSDARG00000044102
hoxc12a	ENSDARG00000070352
	ENSDARG00000095748
	ENSDARG00000097481
	ENSDARG00000093629
ccser2b	ENSDARG00000091535
grm1a	ENSDARG00000026796
	ENSDARG00000096963
pax10	ENSDARG00000053364
	ENSDARG00000095973
smurf1	ENSDARG00000016086
irg1l	ENSDARG00000062788
zbtb7b	ENSDARG00000021891
stum	ENSDARG00000041915
im:7152348	ENSDARG00000097082
sde2	ENSDARG00000024124
	ENSDARG00000097935
	ENSDARG00000097551
	ENSDARG00000112070
	ENSDARG00000095066
lgsn	ENSDARG00000007715
mfn2	ENSDARG00000079504
hdac5	ENSDARG00000075139
	ENSDARG00000099876
gal3st1a	ENSDARG00000062711
cul5b	ENSDARG00000004260
ablim1a	ENSDARG00000060149
	ENSDARG00000099578
wdr11	ENSDARG00000075245
gja2	ENSDARG00000004082
pimr51	ENSDARG00000069033
	ENSDARG00000095059
zp3c	ENSDARG00000092919
	ENSDARG00000087249
nsd1a	ENSDARG00000060016
	ENSDARG00000102698
ndufa9a	ENSDARG00000070723
	ENSDARG00000101133
mgat1a	ENSDARG00000012407
nkiras2	ENSDARG00000052594
prmt7	ENSDARG00000051902
gjb1a	ENSDARG00000035553
sgpp1a	ENSDARG00000079369
	ENSDARG00000086494
HTRA2	ENSDARG00000115106
xrn2	ENSDARG00000101900
ccr8.1	ENSDARG00000095789
	ENSDARG00000096942
	ENSDARG00000096637
znf385c	ENSDARG00000058154
dnajb13	ENSDARG00000043157
si:ch211-10a23.2	ENSDARG00000060656
mgat4b	ENSDARG00000004115
	ENSDARG00000094100
	ENSDARG00000092745
CTXN1	ENSDARG00000098284
	ENSDARG00000091388
	ENSDARG00000097532
tob1b	ENSDARG00000021372
odc1	ENSDARG00000007377
adam28	ENSDARG00000035514
	ENSDARG00000055831
tbc1d8b	ENSDARG00000062192
cpt2	ENSDARG00000038618
rbbp8	ENSDARG00000043480
kat8	ENSDARG00000027187
pimr50	ENSDARG00000095093
sart1	ENSDARG00000005945
USF3	ENSDARG00000077431
	ENSDARG00000110637
	ENSDARG00000079035
aurkaip1	ENSDARG00000074985
cfhl5	ENSDARG00000105052
si:ch211-284e13.11	ENSDARG00000091997
klhl15	ENSDARG00000001930
ppp1r1b	ENSDARG00000076280
	ENSDARG00000098095
ppm1j	ENSDARG00000074690
map1lc3b	ENSDARG00000101127
lnx2b	ENSDARG00000071478
zgc:113294	ENSDARG00000032285
RNF123	ENSDARG00000031269
wdr76	ENSDARG00000053554
gnb1l	ENSDARG00000036293
dnajc7	ENSDARG00000058148
ric8b	ENSDARG00000005972
	ENSDARG00000094626
	ENSDARG00000111799
	ENSDARG00000093408
cfhl4	ENSDARG00000102456
	ENSDARG00000094962
si:ch211-110p13.9	ENSDARG00000093821
	ENSDARG00000095376
pde3a	ENSDARG00000004227
si:dkeyp-23e4.3	ENSDARG00000074819
ankrd12	ENSDARG00000052419
tmem169a	ENSDARG00000027131
mtrfr	ENSDARG00000097803
	ENSDARG00000098027
	ENSDARG00000087828
sphk2	ENSDARG00000069893
crip1	ENSDARG00000053858
zgc:174877	ENSDARG00000079278
	ENSDARG00000108987
dnmt3aa	ENSDARG00000005394
itgb3bp	ENSDARG00000097493
grk7a	ENSDARG00000020602
	ENSDARG00000105386
GALNT8	ENSDARG00000012355
si:ch211-66k16.27	ENSDARG00000091280
dct	ENSDARG00000006008
gzm3.4	ENSDARG00000076814
	ENSDARG00000094276
amigo3	ENSDARG00000074469
zgc:65997	ENSDARG00000043562
	ENSDARG00000104523
nox1	ENSDARG00000087574
	ENSDARG00000093443
pimr152	ENSDARG00000112706
kctd16a	ENSDARG00000004648
kiaa1109	ENSDARG00000062330
plxdc2a	ENSDARG00000077219
	ENSDARG00000035646
	ENSDARG00000101718
rabl3	ENSDARG00000040959
ribc2	ENSDARG00000075177
	ENSDARG00000104182
snupn	ENSDARG00000008395
dspa	ENSDARG00000022309
si:dkeyp-73d8.6	ENSDARG00000079589
	ENSDARG00000097289
adal	ENSDARG00000012986
si:ch211-253b8.5	ENSDARG00000074904
rab3gap2	ENSDARG00000044136
serpinf1	ENSDARG00000069048
	ENSDARG00000110503
tmem106ba	ENSDARG00000101936
	ENSDARG00000110611
rfwd3	ENSDARG00000087752
wu:fc11c11	ENSDARG00000079328
fnta	ENSDARG00000099143
apoa2	ENSDARG00000015866
slc25a17	ENSDARG00000061684
vaspb	ENSDARG00000017105
nsfl1c	ENSDARG00000087640
	ENSDARG00000104423
	ENSDARG00000105144
slc16a8	ENSDARG00000045153
	ENSDARG00000077631
oat	ENSDARG00000078425
zdhhc14	ENSDARG00000037069
	ENSDARG00000101284
slc48a1a	ENSDARG00000026907
	ENSDARG00000098945
kdm3b	ENSDARG00000062267
	ENSDARG00000093358
tcnba	ENSDARG00000068088
si:dkey-16l2.17	ENSDARG00000027196
	ENSDARG00000101272
	ENSDARG00000097468
hyal6	ENSDARG00000038166
rasa4	ENSDARG00000029372
col11a2	ENSDARG00000012422
syt10	ENSDARG00000045750
galnt8a.2	ENSDARG00000011869
	ENSDARG00000102931
	ENSDARG00000094957
yme1l1a	ENSDARG00000075192
celsr1a	ENSDARG00000069185
grap2a	ENSDARG00000006468
egr2a	ENSDARG00000044098
eif4ba	ENSDARG00000017439
sin3ab	ENSDARG00000059812
	ENSDARG00000096297
kcnq5b	ENSDARG00000069953
esr1	ENSDARG00000004111
	ENSDARG00000095408
terf2ip	ENSDARG00000103977
cplx3a	ENSDARG00000062508
garem	ENSDARG00000017242
	ENSDARG00000068325
zgc:112965	ENSDARG00000007787
emp3b	ENSDARG00000101461
tmeff2b	ENSDARG00000058699
adam8a	ENSDARG00000001452
clic5a	ENSDARG00000075993
	ENSDARG00000097780
rnf183	ENSDARG00000068851
si:ch211-91p5.3	ENSDARG00000089227
haao	ENSDARG00000076487
si:ch211-196p9.1	ENSDARG00000101750
lsg1	ENSDARG00000015352
	ENSDARG00000096315
	ENSDARG00000042872
trpc4apa	ENSDARG00000018840
	ENSDARG00000097638
si:dkey-24p1.1	ENSDARG00000039096
klhl38a	ENSDARG00000031383
bcl2l12	ENSDARG00000090625
ciao1	ENSDARG00000059212
	ENSDARG00000095906
kazna	ENSDARG00000076923
	ENSDARG00000096729
med1	ENSDARG00000075340
prkdc	ENSDARG00000075083
asah2	ENSDARG00000012829
	ENSDARG00000096352
rdh10b	ENSDARG00000012369
cyp2v1	ENSDARG00000018485
cavin2b	ENSDARG00000071196
	ENSDARG00000096680
gzm3.3	ENSDARG00000093990
nrsn1l	ENSDARG00000056572
efemp2a	ENSDARG00000094324
	ENSDARG00000094045
lrguk	ENSDARG00000069698
	ENSDARG00000094251
tekt2	ENSDARG00000028973
galntl6	ENSDARG00000040048
abcg4a	ENSDARG00000061047
zgc:171445	ENSDARG00000115205
si:ch211-212k5.4	ENSDARG00000104335
ikzf5	ENSDARG00000056491
	ENSDARG00000054237
arpc1a	ENSDARG00000008383
gstr	ENSDARG00000042620
	ENSDARG00000090097
c4b	ENSDARG00000038424
gzm3	ENSDARG00000078451
	ENSDARG00000096384
pign	ENSDARG00000077532
kdelr2b	ENSDARG00000037361
tuba8l3	ENSDARG00000070155
npdc1a	ENSDARG00000074697
	ENSDARG00000093785
fam83fa	ENSDARG00000038012
	ENSDARG00000099832
	ENSDARG00000101183
rbm19	ENSDARG00000042590
	ENSDARG00000095513
itpkb	ENSDARG00000010059
zswim2	ENSDARG00000075700
bzw2	ENSDARG00000035918
lhx1b	ENSDARG00000007944
tmem44	ENSDARG00000068193
	ENSDARG00000086732
	ENSDARG00000095145
cdkl1	ENSDARG00000017329
	ENSDARG00000095953
plek2	ENSDARG00000012789
cyb561d1	ENSDARG00000055295
sh3rf2	ENSDARG00000101178
iars2	ENSDARG00000044134
	ENSDARG00000100699
ube2d4	ENSDARG00000015057
cars1	ENSDARG00000036164
armt1	ENSDARG00000055676
bsg	ENSDARG00000019881
vwde	ENSDARG00000101697
	ENSDARG00000055986
	ENSDARG00000096745
zgc:174904	ENSDARG00000059049
vps26bl	ENSDARG00000055433
	ENSDARG00000094389
rps4x	ENSDARG00000014690
ndufs3	ENSDARG00000015385
lfng	ENSDARG00000037879
si:ch73-174h16.5	ENSDARG00000102101
si:dkeyp-4c4.1	ENSDARG00000103755
	ENSDARG00000096135
si:dkeyp-104f11.6	ENSDARG00000089158
dnajb11	ENSDARG00000015088
cdc45	ENSDARG00000043720
	ENSDARG00000101400
rabep2	ENSDARG00000061213
si:ch211-71n6.4	ENSDARG00000102234
dio1	ENSDARG00000042112
	ENSDARG00000103700
	ENSDARG00000088362
hax1	ENSDARG00000036764
kti12	ENSDARG00000054301
	ENSDARG00000095264
SLC38A5	ENSDARG00000009901
MEGF6	ENSDARG00000079199
cyp2ad2	ENSDARG00000021172
	ENSDARG00000110008
foxg1a	ENSDARG00000070769
	ENSDARG00000103429
hmx2	ENSDARG00000070954
ubn2a	ENSDARG00000063062
faimb	ENSDARG00000020814
	ENSDARG00000097399
gja8a	ENSDARG00000069451
si:ch73-193i22.1	ENSDARG00000101367
zswim7	ENSDARG00000067608
cd164	ENSDARG00000013628
PEX5L	ENSDARG00000022518
seraf	ENSDARG00000103443
	ENSDARG00000014232
vdac3	ENSDARG00000003695
	ENSDARG00000100012
arpc1b	ENSDARG00000027063
pecr	ENSDARG00000055976
hmx3a	ENSDARG00000070955
	ENSDARG00000056750
gcnt4a	ENSDARG00000035198
pdap1a	ENSDARG00000092546
	ENSDARG00000075867
GBE1	ENSDARG00000099524
mrnip	ENSDARG00000074071
STARD7	ENSDARG00000074858
actc1a	ENSDARG00000042535
rims3	ENSDARG00000062305
	ENSDARG00000092569
si:dkey-28a3.2	ENSDARG00000104840
	ENSDARG00000094159
	ENSDARG00000092781
	ENSDARG00000095634
efl1	ENSDARG00000079672
aars1	ENSDARG00000069142
hif1ab	ENSDARG00000034293
	ENSDARG00000042663
TTYH3	ENSDARG00000034473
atp1b3a	ENSDARG00000015790
ces2a	ENSDARG00000041569
si:ch211-153b23.3	ENSDARG00000104919
	ENSDARG00000095968
ftr16	ENSDARG00000032043
	ENSDARG00000011333
cdc42ep5	ENSDARG00000062390
nsmce2	ENSDARG00000076379
	ENSDARG00000037286
fignl1	ENSDARG00000016427
mrps7	ENSDARG00000101622
	ENSDARG00000099466
	ENSDARG00000092421
	ENSDARG00000088490
cyp2ad6	ENSDARG00000042956
ncaldb	ENSDARG00000011334
psmd1	ENSDARG00000003189
ufd1l	ENSDARG00000010051
	ENSDARG00000113391
prkcq	ENSDARG00000034173
fbp1b	ENSDARG00000020364
	ENSDARG00000092408
	ENSDARG00000078267
rhbg	ENSDARG00000009018
prdm9	ENSDARG00000005382
mapk14a	ENSDARG00000000857
	ENSDARG00000096715
	ENSDARG00000088443
si:ch211-222l21.1	ENSDARG00000076532
slc9a6a	ENSDARG00000009209
bmp7a	ENSDARG00000018260
unc50	ENSDARG00000040455
rapgef3	ENSDARG00000079291
	ENSDARG00000103371
	ENSDARG00000094630
	ENSDARG00000103122
dhfr	ENSDARG00000004251
sqstm1	ENSDARG00000075014
tspan5b	ENSDARG00000070449
fmnl2b	ENSDARG00000075041
	ENSDARG00000112027
gja5a	ENSDARG00000040065
si:ch211-156j16.1	ENSDARG00000092035
wipi2	ENSDARG00000037871
	ENSDARG00000096127
snx8a	ENSDARG00000074842
	ENSDARG00000088423
	ENSDARG00000101382
gcnt3	ENSDARG00000060471
	ENSDARG00000105189
snx19b	ENSDARG00000079931
ppfia2	ENSDARG00000013000
	ENSDARG00000101304
apcs	ENSDARG00000045089
	ENSDARG00000094414
saxo2	ENSDARG00000006474
DGKH	ENSDARG00000018716
cyp2ad3	ENSDARG00000022650
	ENSDARG00000089934
rcbtb1	ENSDARG00000036645
usp48	ENSDARG00000090301
	ENSDARG00000102853
	ENSDARG00000027933
erlin2	ENSDARG00000086523
snapc1a	ENSDARG00000029569
ccdc80l1	ENSDARG00000030975
limk2	ENSDARG00000005104
	ENSDARG00000095992
	ENSDARG00000095197
	ENSDARG00000095198
FNDC7	ENSDARG00000077096
sap130b	ENSDARG00000079352
irgq2	ENSDARG00000068657
dna2	ENSDARG00000078759
tnni1c	ENSDARG00000042559
gprc6a	ENSDARG00000005371
	ENSDARG00000104416
	ENSDARG00000093239
	ENSDARG00000093220
	ENSDARG00000095144
efcab6	ENSDARG00000020735
stmn1a	ENSDARG00000004169
mmgt1	ENSDARG00000010553
	ENSDARG00000114891
	ENSDARG00000091243
tmem242	ENSDARG00000037070
arid2	ENSDARG00000007413
	ENSDARG00000104888
htra2-14	ENSDARG00000111633
plxdc1	ENSDARG00000078417
	ENSDARG00000100165
calr	ENSDARG00000076290
	ENSDARG00000092639
gpsm2	ENSDARG00000017311
	ENSDARG00000094021
grik1a	ENSDARG00000069139
SH2D4B	ENSDARG00000015144
	ENSDARG00000095990
	ENSDARG00000092925
	ENSDARG00000096708
nudt1	ENSDARG00000030573
